13	0	1
15	0	1
31	0	1
8	1	0
21	1	1
5	2	0
9	2	1
13	2	1
15	2	1
20	2	0
5	3	0
21	3	0
34	3	0
0	4	1
1	4	1
3	4	1
22	5	1
31	5	0
34	5	0
9	6	1
31	6	1
22	7	0
5	8	1
29	8	1
28	9	0
6	10	1
34	11	0
10	12	1
12	12	1
38	12	1
19	13	0
25	14	1
3	15	0
9	15	1
20	15	1
30	15	1
35	15	0
5	16	0
10	16	1
24	17	1
5	18	1
1	19	1
5	20	1
12	20	0
32	21	0
17	22	1
23	22	0
31	23	1
2	24	1
34	24	1
0	25	1
1	26	1
4	27	1
39	27	0
3	28	1
5	28	1
11	28	1
17	28	1
21	28	1
23	29	0
26	29	0
28	29	1
34	29	0
38	29	0
39	29	1
0	30	1
9	30	1
20	30	1
11	31	0
15	31	0
27	32	0
15	33	1
31	33	0
19	34	1
12	35	0
35	36	1
18	37	0
4	38	1
2	39	0
8	39	1
12	39	0
20	39	0
30	39	0
38	40	1
0	41	0
27	41	0
30	41	0
14	42	0
22	42	1
4	43	0
22	43	0
18	44	1
30	44	1
13	45	0
15	45	1
22	46	1
5	47	0
10	47	0
33	48	0
1	49	0
31	49	0
14	50	1
19	50	0
27	50	1
12	51	1
3	52	1
31	52	0
11	53	1
28	53	0
3	54	1
12	54	1
19	55	1
20	55	0
9	56	1
38	56	1
35	57	0
15	58	1
20	58	1
23	58	1
27	58	1
12	59	0
31	59	1
5	60	1
21	60	1
22	60	0
31	60	1
3	61	0
7	62	1
0	63	0
2	63	0
22	63	1
37	63	1
19	64	1
26	64	1
29	64	0
11	65	1
34	65	0
2	66	0
5	66	0
7	66	1
30	66	1
12	67	0
36	67	0
31	68	0
35	69	0
30	70	1
30	71	0
37	72	1
12	73	0
3	74	1
24	74	0
0	75	0
3	75	1
12	75	0
17	75	0
22	75	1
30	75	1
34	76	1
20	77	0
20	78	1
12	79	0
35	79	1
14	80	0
30	80	0
38	80	1
2	81	0
11	81	0
19	81	0
30	81	0
37	81	0
19	82	1
31	83	0
36	84	1
22	85	0
34	85	0
0	86	1
