worker,label_prob,quality,n_labels
0,0.04926361892881929,0.691010261358429,65
1,0.012282187171748282,0.6354076145582558,18
2,0.078511081853769,0.7329592779141694,90
3,0.02716765513460985,0.8799487314594,33
4,0.08527616160911537,0.7386390904713175,92
5,0.0974809984566379,0.7489535743740386,103
6,0.036789723665181163,0.7033536098325607,36
7,0.09383880215868204,0.8944407163368208,96
8,0.049809778344495896,0.8502900485605355,49
9,0.019936196762819894,0.6758982562668848,22
10,0.010325025397095233,0.7438694829539961,13
11,0.053952625868530515,0.6573998366331786,63
12,0.029982299602811138,0.8592096099246371,31
13,0.04824653463196659,0.6137528535314518,54
14,0.03632388570138356,0.8530467958666315,34
15,0.008306081748321115,0.7329152239020545,11
16,0.01862802480392264,0.7230401485178871,29
17,0.04851671137859664,0.7876401253226017,49
18,0.062338746155048086,0.8633707279301643,65
19,0.008953030605700107,0.835394644343423,9
20,0.0072246198136313835,0.6379921971593663,11
21,0.0371590862073819,0.6462944866288137,37
22,0.01226666093316875,0.669796862452598,19
23,0.015098813862584283,0.7045861397739966,17
24,0.09244734923495154,0.6844803212236509,121
25,0.09673469971385934,0.8244916963781637,94
26,0.03980629833431684,0.7149963475542875,43
27,0.0687656237719433,0.6866866652679933,82
28,0.020386376475334325,0.6446004157612114,25
29,0.02137159942912389,0.7421458984484361,29
30,0.03427129798779739,0.6248511845100317,33
31,0.08358645282303177,0.6998327611925773,88
32,0.00042827691829768757,0.6363890126680575,4
33,0.0004089170739191017,0.7473890636550558,6
34,0.08067008246499124,0.6542032744450633,87
35,0.008470446920507002,0.8497614242373831,14
36,0.039553493212106716,0.7108855620120946,49
37,0.06584350950293306,0.7352171761144423,54
38,1.2024818854605713e-05,0.650308057353599,6
39,0.09999424850312826,0.7020806484455598,104
