worker,label_prob,quality,n_labels
0,0.05803723752156749,0.7580556107458337,284
1,0.04717724885982132,0.6991787041132983,224
2,0.012638506353974444,0.7176069543548214,76
3,0.058555873166835616,0.8657441436901915,325
4,0.006304285725023362,0.6875776484019666,44
5,0.01081490797258904,0.6282274947879918,65
6,0.09482466367194858,0.6363981910011715,411
7,0.023193289148418863,0.7130772570105726,120
8,0.04610784300530871,0.62095982113369,210
9,0.0038349050849854627,0.6158828804098674,37
10,7.697876929370074e-05,0.7482402991154053,14
11,0.06435814766340718,0.6098873864324809,302
12,0.04251278738413238,0.8775698222901531,218
13,0.09754431286133244,0.8070887934441495,481
14,0.08503774083649702,0.8154790217253264,414
15,0.09350235364694472,0.7094589045428377,420
16,0.008777367039361762,0.6257769593189474,50
17,0.07836072953888647,0.8756670817650407,373
18,0.07923422469580052,0.8393682995517637,355
19,0.01985696123445854,0.7912741332008232,112
20,0.08409618972694327,0.7722105528737098,359
21,0.09203662447097848,0.6488368304086851,469
22,0.0423736350940763,0.8989054886481166,219
23,0.03847066347333758,0.8109069714587882,189
24,0.026388471055051932,0.788331885036625,140
25,0.030260817310344936,0.7749041024224366,154
26,0.04398560018371742,0.8233437091596448,226
27,0.008436034124235303,0.7643689503407066,46
28,0.09734824731236348,0.6844861378038299,464
29,0.09104788955588429,0.8751472335333608,417
30,0.07557759682814012,0.8349141788100025,372
31,0.03175867789819177,0.8122268091850648,166
32,0.0999509350874676,0.7746553083936152,500
33,0.02957510487550227,0.8114989182994956,126
34,0.06924403555070754,0.8331200178441198,309
35,0.0685013994187885,0.8352220572349881,334
36,0.04288524461647382,0.7498785137763875,220
37,0.014321586695952605,0.6651566056177747,71
38,0.03718058764706158,0.8149578521634833,181
39,0.00948667527768834,0.7502977466126953,64
