0	0
1	1
2	0
3	1
4	2
5	3
6	4
7	4
8	2
9	3
10	5
11	6
12	1
13	4
14	4
15	5
16	7
17	4
18	2
19	8
20	4
21	9
22	3
23	2
24	7
25	7
26	9
27	4
28	7
29	2
30	4
31	5
32	6
33	0
34	0
35	8
36	4
37	3
38	4
39	3
40	6
41	9
42	2
43	2
44	5
45	3
46	3
47	5
48	1
49	4
50	3
51	2
52	5
53	8
54	7
55	7
56	6
57	8
58	6
59	4
60	7
61	4
62	1
63	4
64	7
65	2
66	1
67	1
68	8
69	9
70	7
71	3
72	1
73	6
74	5
75	6
76	5
77	8
78	3
79	2
80	9
81	2
82	9
83	7
84	3
85	7
86	3
87	4
88	8
89	1
90	2
91	0
92	2
93	3
94	1
95	5
96	2
97	5
98	2
99	5
100	9
101	8
102	0
103	3
104	9
105	8
106	4
107	3
108	5
109	6
110	0
111	8
112	4
113	1
114	7
115	6
116	3
117	7
118	6
119	0
120	8
121	1
122	8
123	8
124	6
125	1
126	5
127	3
128	6
129	4
130	8
131	4
132	2
133	9
134	4
135	8
136	2
137	6
138	9
139	1
140	6
141	5
142	8
143	9
144	1
145	7
146	2
147	7
148	4
149	8
150	6
151	1
152	4
153	0
154	6
155	7
156	0
157	0
158	0
159	8
160	2
161	6
162	7
163	5
164	9
165	2
166	9
167	3
168	6
169	2
170	6
171	6
172	7
173	9
174	9
175	4
176	1
177	5
178	8
179	4
180	4
181	5
182	1
183	3
184	9
185	4
186	0
187	8
188	4
189	9
190	5
191	7
192	7
193	5
194	0
195	8
196	4
197	3
198	7
199	5
200	1
201	9
202	0
203	6
204	5
205	6
206	1
207	7
208	2
209	6
210	3
211	7
212	9
213	4
214	1
215	9
216	8
217	6
218	6
219	4
220	9
221	1
222	3
223	0
224	4
225	7
226	9
227	3
228	6
229	3
230	3
231	2
232	3
233	5
234	9
235	5
236	1
237	5
238	3
239	1
240	9
241	9
242	9
243	0
244	1
245	6
246	6
247	7
248	6
249	2
250	7
251	0
252	5
253	7
254	3
255	9
256	9
257	5
258	8
259	6
260	2
261	8
262	9
263	1
264	7
265	2
266	2
267	4
268	9
269	0
270	5
271	8
272	1
273	1
274	7
275	4
276	0
277	9
278	1
279	1
280	5
281	3
282	5
283	9
284	9
285	5
286	8
287	6
288	5
289	3
290	4
291	8
292	8
293	8
294	8
295	8
296	0
297	4
298	2
299	4
300	9
301	9
302	2
303	6
304	8
305	8
306	4
307	0
308	9
309	5
310	1
311	7
312	6
313	2
314	1
315	7
316	1
317	2
318	3
319	9
320	5
321	9
322	9
323	1
324	9
325	8
326	7
327	0
328	2
329	0
330	2
331	6
332	3
333	9
334	7
335	5
336	6
337	2
338	2
339	0
340	8
341	8
342	8
343	8
344	1
345	9
346	5
347	5
348	3
349	0
350	7
351	2
352	9
353	8
354	7
355	2
356	0
357	4
358	7
359	4
360	3
361	6
362	4
363	7
364	4
365	2
366	2
367	2
368	8
369	9
370	0
371	5
372	6
373	7
374	0
375	6
376	6
377	2
378	5
379	7
380	6
381	1
382	0
383	9
384	7
385	0
386	2
387	0
388	8
389	2
390	3
391	6
392	1
393	0
394	6
395	5
396	6
397	2
398	2
399	1
400	3
401	2
402	8
403	6
404	1
405	2
406	4
407	4
408	6
409	4
410	8
411	5
412	5
413	0
414	9
415	0
416	7
417	4
418	6
419	2
420	1
421	2
422	1
423	8
424	1
425	6
426	2
427	8
428	6
429	8
430	0
431	6
432	7
433	2
434	7
435	0
436	9
437	1
438	8
439	0
440	5
441	3
442	6
443	5
444	7
445	4
446	4
447	6
448	2
449	4
450	1
451	9
452	4
453	0
454	0
455	5
456	6
457	1
458	1
459	4
460	4
461	8
462	0
463	7
464	4
465	2
466	6
467	2
468	3
469	3
470	8
471	7
472	6
473	7
474	3
475	3
476	5
477	2
478	7
479	9
480	3
481	6
482	3
483	3
484	5
485	6
486	6
487	3
488	9
489	3
490	3
491	5
492	5
493	7
494	8
495	0
496	0
497	5
498	2
499	3
500	7
501	5
502	4
503	8
504	4
505	0
506	6
507	7
508	7
509	5
510	7
511	0
512	4
513	8
514	3
515	8
516	0
517	9
518	3
519	7
520	4
521	6
522	9
523	8
524	1
525	1
526	1
527	5
528	5
529	4
530	1
531	6
532	4
533	0
534	2
535	3
536	9
537	8
538	3
539	5
540	3
541	3
542	8
543	2
544	4
545	6
546	4
547	2
548	3
549	9
550	0
551	8
552	4
553	1
554	2
555	5
556	5
557	0
558	8
559	2
560	6
561	9
562	7
563	2
564	5
565	0
566	3
567	9
568	1
569	4
570	8
571	6
572	3
573	9
574	6
575	8
576	0
577	9
578	3
579	8
580	2
581	1
582	3
583	0
584	8
585	0
586	7
587	4
588	7
589	6
590	0
591	7
592	0
593	7
594	5
595	0
596	6
597	6
598	1
599	9
600	9
601	8
602	5
603	4
604	0
605	2
606	4
607	3
608	4
609	3
610	8
611	6
612	5
613	9
614	1
615	9
616	1
617	2
618	8
619	7
620	2
621	3
622	5
623	3
624	1
625	8
626	8
627	1
628	2
629	0
630	2
631	6
632	7
633	3
634	8
635	3
636	7
637	3
638	9
639	0
640	1
641	4
642	0
643	7
644	1
645	5
646	7
647	4
648	7
649	7
650	0
651	7
652	4
653	3
654	6
655	3
656	0
657	9
658	9
659	7
660	4
661	1
662	1
663	8
664	9
665	5
666	9
667	0
668	3
669	9
670	9
671	3
672	4
673	9
674	3
675	5
676	5
677	3
678	1
679	8
680	4
681	4
682	1
683	2
684	5
685	4
686	8
687	9
688	7
689	8
690	6
691	7
692	2
693	6
694	7
695	9
696	6
697	5
698	6
699	6
