14	0	1
20	0	1
29	0	1
32	0	1
9	1	2
17	1	2
23	1	2
2	2	2
12	2	2
14	2	0
22	2	2
9	3	0
36	3	2
17	4	0
16	5	2
2	6	0
10	6	2
7	7	2
23	7	0
26	7	2
9	8	2
17	8	2
39	9	2
1	10	2
4	10	0
26	10	2
33	10	2
4	11	2
12	11	2
15	11	0
9	12	2
24	12	2
8	13	2
16	14	2
19	14	2
20	15	1
37	16	2
0	17	2
14	17	0
26	17	0
0	18	2
5	18	0
16	18	0
20	18	0
33	18	2
35	18	0
8	19	0
34	19	2
37	19	1
6	20	2
19	20	2
0	21	2
8	22	2
9	22	2
11	22	1
31	22	2
35	22	2
17	23	2
13	24	2
35	24	2
5	25	0
2	26	1
26	26	2
35	26	0
1	27	1
13	28	0
14	28	2
16	28	1
31	28	2
14	29	2
20	30	1
32	31	2
26	32	0
18	33	1
2	34	0
0	35	2
2	35	0
7	35	2
14	35	2
27	36	1
4	37	2
7	37	0
8	37	2
12	37	2
15	38	2
18	38	2
31	38	2
5	39	2
23	39	1
17	40	1
37	40	2
39	40	2
25	41	2
20	42	0
26	42	2
0	43	2
8	43	0
17	43	1
3	44	0
26	44	2
32	44	1
2	45	2
14	46	2
28	46	2
0	47	1
32	48	2
33	48	2
21	49	2
2	50	0
23	50	0
4	51	0
14	51	0
30	52	1
8	53	2
13	53	2
37	53	0
4	54	2
26	54	2
37	54	2
16	55	0
2	56	2
4	57	0
8	57	2
19	57	1
23	57	2
14	58	1
15	58	2
37	58	2
4	59	2
5	59	2
23	59	2
14	60	2
11	61	2
30	61	0
17	62	1
15	63	2
16	63	0
28	63	2
38	63	2
31	64	2
32	64	2
35	64	2
2	65	2
4	65	0
23	65	2
26	65	2
11	66	2
14	66	2
24	66	2
2	67	2
20	67	2
35	67	2
5	68	2
37	69	2
17	70	2
24	70	2
39	70	2
11	71	2
12	72	2
17	72	2
32	72	2
31	73	2
35	73	2
36	74	2
31	75	0
22	76	1
32	76	1
2	77	0
8	77	0
31	77	0
26	78	1
2	79	2
11	79	2
32	79	2
35	79	1
11	80	0
8	81	1
16	81	1
26	81	1
30	81	1
35	81	1
4	82	2
14	82	1
23	82	1
34	83	1
2	84	2
3	84	0
7	84	1
9	84	2
15	84	1
35	85	0
30	86	2
31	86	2
5	87	2
27	88	2
15	89	2
16	89	2
28	89	2
20	90	1
30	90	1
14	91	2
15	91	2
28	91	2
33	91	2
0	92	2
29	92	2
33	92	1
35	92	2
16	93	2
20	93	2
19	94	2
19	95	2
34	95	2
7	96	2
4	97	2
18	97	2
26	97	0
8	98	2
32	98	2
26	99	2
37	99	1
4	100	0
8	100	0
4	101	1
14	101	2
1	102	0
9	103	2
13	104	1
1	105	2
10	106	0
17	106	0
37	106	0
16	107	2
27	107	2
32	108	2
38	108	2
37	109	2
11	110	0
30	110	0
35	110	0
24	111	2
26	111	2
35	111	2
30	112	2
14	113	2
5	114	2
10	114	1
7	115	2
20	115	0
32	115	0
25	116	2
18	117	2
31	117	0
32	117	2
4	118	1
8	118	0
26	119	2
12	120	1
17	120	2
23	120	1
6	121	2
23	121	2
37	121	2
2	122	2
26	122	1
13	123	1
8	124	2
3	125	0
35	125	0
3	126	1
21	127	2
14	128	2
34	128	2
16	129	2
3	130	1
7	131	1
14	131	1
3	132	1
25	132	2
27	132	2
11	133	1
14	133	2
34	133	2
37	133	2
26	134	2
37	134	0
8	135	2
38	136	2
15	137	2
25	137	2
3	138	2
4	138	0
7	138	2
16	138	2
20	138	2
21	138	2
31	138	2
37	138	1
0	139	2
