worker,label_prob,quality,n_labels
0,0.08378367344738001,0.6020025368035228,36
1,0.03162006642602468,0.823270072596526,19
2,0.08505696596058024,0.8608578182027549,34
3,0.03995248664588609,0.6793179438112262,21
4,0.04627996636296744,0.7992071321874021,23
5,0.025221200258440813,0.7218242202297221,14
6,0.09236461106371811,0.8559544238881909,34
7,0.05150652623345447,0.6613077049338117,24
8,0.06805640970559157,0.6831525497479204,27
9,0.07002906225350551,0.6589535212543677,24
10,0.06989743673502084,0.6049929334531176,34
11,0.09179760459197693,0.67664186713631,48
12,0.05913068866594204,0.6170194976058396,25
13,0.043752000122285764,0.6796642673992881,23
14,0.0884157140954877,0.6567317274073253,51
15,0.03586570175771531,0.7002612773881183,16
16,0.05401468626205608,0.8420840590903431,25
17,0.09520328636004849,0.8318292526566429,40
18,0.061308357358062095,0.7874211944020854,24
19,0.010462976725300688,0.7715135881828789,1
20,0.08728447805280591,0.8747618606310762,40
21,0.07418629004536562,0.6155549800976644,29
22,0.08128599427349631,0.6063743159953972,35
23,0.0319674631851379,0.7716040903764151,9
24,0.09214512278568106,0.8862653936930754,45
25,0.07404050078127625,0.7488814591146945,31
26,0.0365403539857951,0.8911533810389006,17
27,0.06709624495696191,0.6089734951737217,38
28,0.05391185149947114,0.8963484184517082,24
29,0.022986459360902635,0.7748004940502237,9
30,0.06316422205336268,0.8644113735547295,31
31,0.05494216455264196,0.6308156884768317,18
32,0.007004218341778935,0.7513079444271021,7
33,0.09112372678135401,0.6598227103484731,48
34,0.019799565479073522,0.6988010717437153,13
35,0.05255408064731846,0.6462173757520397,16
36,0.06836294279658996,0.7340651779140199,29
37,0.0773524614766776,0.607244880731333,32
38,0.08319981230214965,0.7564253346729961,43
39,0.07094646541889321,0.8674684767442896,22
