worker,label_prob,quality,n_labels
0,0.04143314999022524,0.6380814906600227,169
1,0.014830927518420502,0.6278105710029648,81
2,0.0003503462882130104,0.6142790020585094,18
3,0.06774280580894691,0.841151817795667,270
4,0.06498452550509472,0.8538952441461436,257
5,0.06517853450760529,0.7922661937859387,248
6,0.05331941465364466,0.8227060139273447,218
7,0.08867798227230288,0.7282399664617406,353
8,0.0020051170128480233,0.6095587333436715,20
9,0.03507932418352917,0.6330124702403762,159
10,0.007258262780798542,0.8367175069685864,49
11,0.04493394106590161,0.6017214216950325,192
12,0.02925442053759273,0.8029867326610307,121
13,0.004264687318423422,0.7441900924093958,39
14,0.0017203195534645555,0.727311170932381,23
15,0.02681691256702462,0.6025631769197235,127
16,0.04098961711874182,0.7813164733619553,170
17,0.036620664731350394,0.6999064873756387,139
18,0.09552186191124978,0.6539840106828584,363
19,0.07137988028687918,0.8751292562678709,274
20,0.06865839901917968,0.6598252211789616,279
21,0.0410849576215486,0.6998685075516906,140
22,0.08136864015942484,0.7721257205372309,306
23,0.005720963170791238,0.6274828657590643,47
24,0.08683201132942181,0.8270010542619212,332
25,0.016803435294469572,0.7270068771335794,71
26,0.06597359777873607,0.6433458293247679,259
27,0.017263088803004235,0.6619827508604142,84
28,0.07598340545475808,0.8263043668017018,313
29,0.08444827950933768,0.6929945464455418,341
30,0.08327348279841533,0.6344542666046443,315
31,0.03919871927111266,0.889707460029563,156
32,0.026970389984444766,0.7924550199053328,109
33,0.06843047296539033,0.7013531336884569,259
34,0.009373805401703905,0.6020667949223367,59
35,0.019469166403664685,0.6351964585563353,91
36,0.022206401539859123,0.8752635308284387,102
37,0.014410633760219295,0.8327224423761134,68
38,0.09743674646924988,0.7967734313418051,392
39,0.04507021002882691,0.7100551136002251,190
