worker,label_prob,quality,n_labels
0,0.025341367743730272,0.7582616506939277,24
1,0.0651476348802963,0.7843243869085912,60
2,0.04144561225964062,0.8741908847104743,29
3,0.09597928522160887,0.6543522347462144,92
4,0.025691783561032955,0.6204056613637136,29
5,0.0710891599389439,0.6833610532567105,59
6,0.07296748384901308,0.8136469612178963,56
7,0.03149661477533721,0.7897770395910136,32
8,0.08455684081045851,0.8804840819360696,77
9,0.01564669459683866,0.6685402539859777,13
10,0.005811144675134772,0.6205203736767553,10
11,0.08949424938625558,0.8274519016632254,77
12,0.09856609921358028,0.887704023007141,98
13,0.02650850009682412,0.6216495719508426,25
14,0.01961128882415132,0.6949284521888546,19
15,0.07266763703037737,0.7178720245040286,64
16,0.08558573647897903,0.7711095742870951,60
17,0.05824131475163372,0.8917496177349572,48
18,0.02545939910826868,0.8971472530727282,15
19,0.03385207006890597,0.7201916814922519,29
20,0.0704283552919349,0.725383665912804,60
21,0.020977564610149258,0.6102675993353318,18
22,0.024421333243393385,0.7055024559915343,19
23,0.07379047587192988,0.6469346300008195,65
24,0.030450209344563495,0.8776891800819597,25
25,0.09904982767663124,0.7550086423144017,83
26,0.07296631175268235,0.8325982387139353,69
27,0.08394049277728953,0.8606887720865493,84
28,0.07436462791473762,0.870123635272834,46
29,0.0437212054231185,0.6314078256706884,38
30,0.0498539259094434,0.8313343856366334,46
31,0.08161766260778855,0.7155378177105265,68
32,0.006564588794980952,0.8656484347167146,9
33,0.08416632758407146,0.6072560866963889,76
34,0.049054996376023834,0.8932154611191325,52
35,0.0755129719351324,0.6403133316749728,75
36,0.06227148518406728,0.7052944604855864,53
37,0.09139106885121215,0.7962770622811907,83
38,0.028281881918630014,0.7713880798827074,31
39,0.025048246305059887,0.6471028943933683,28
