worker,label_prob,quality,n_labels
0,0.05600793718955677,0.8976776606578871,1240
1,0.06178683080788982,0.6977895155090316,1307
2,0.05385206186061079,0.7127247953702024,1195
3,0.06853752458087824,0.6257204900916346,1442
4,0.09295931587762472,0.6796622220157383,1967
5,0.007313841960492263,0.7452287878332655,239
6,0.030491042467867758,0.6435843249463116,749
7,0.06387576074003873,0.7267508592921398,1355
8,0.06290643400963257,0.7398332134943768,1274
9,0.033781704212162526,0.8919998418492898,724
10,0.08327636912872649,0.7522208823683152,1720
11,0.006010519247225366,0.7393637590980289,209
12,0.0692911816466821,0.7750949111333405,1424
13,0.09644044637978143,0.8711069073642835,2019
14,0.09889491100458668,0.6457434700221123,2066
15,0.08820733306206063,0.8626993766044122,1764
16,0.011433321047044344,0.7645209754990121,298
17,0.01665549580279403,0.760805728353354,417
18,0.036416093468889243,0.8110668305689672,826
19,0.047701866742270296,0.8186975411602253,1021
20,0.06820596189594594,0.8429286758800217,1467
21,0.02592646976247759,0.6713364688731398,611
22,0.04276507843449737,0.748383894237089,902
23,0.005185761246893805,0.6844437095374355,153
24,0.0183048104620843,0.6000245100072255,448
25,0.005908618533068288,0.7443739414210883,183
26,0.09238421566529119,0.8209143409746106,1967
27,0.05058713859722857,0.8466283125983541,1101
28,0.04430957748476937,0.6209308405326444,949
29,0.0025971629489209506,0.8355905545231073,142
30,0.09841790926014908,0.7782496612561526,2027
31,0.02430566998997188,0.8646691618642836,567
32,0.007300669640104541,0.897764203943592,216
33,0.06441158438665964,0.7612015768033984,1369
34,0.05589376220558513,0.7350974955639332,1195
35,0.012530618613468037,0.8741465111366497,368
36,0.012519509295878573,0.830472787459134,325
37,0.0851585177703255,0.8116498103381564,1812
38,0.01800769482468464,0.6966006420605864,407
39,0.06265890143050999,0.7590658731136961,1258
