0	25
1	15
2	18
3	7
4	7
5	5
6	13
7	17
8	12
9	3
10	21
11	0
12	10
13	3
14	18
15	7
16	4
17	25
18	14
19	16
20	16
21	11
22	21
23	23
24	21
25	12
26	24
27	3
28	4
29	13
30	0
31	3
32	25
33	13
34	23
35	5
36	13
37	11
38	13
39	25
40	24
41	8
42	22
43	20
44	14
45	19
46	14
47	15
48	2
49	6
50	1
51	10
52	22
53	21
54	22
55	7
56	25
57	9
58	5
59	3
60	18
61	19
62	14
63	25
64	1
65	5
66	12
67	19
68	14
69	10
70	25
71	19
72	22
73	0
74	16
75	25
76	7
77	17
78	8
79	17
80	20
81	20
82	2
83	14
84	4
85	3
86	20
87	17
88	4
89	6
90	1
91	0
92	24
93	24
94	14
95	6
96	0
97	2
98	7
99	17
100	9
101	12
102	21
103	17
104	19
105	9
106	18
107	6
108	3
109	6
110	25
111	3
112	0
113	19
114	6
115	11
116	22
117	8
118	12
119	16
120	18
121	16
122	21
123	17
124	25
125	15
126	22
127	8
128	5
129	5
130	9
131	21
132	12
133	12
134	14
135	9
136	4
137	12
138	10
139	15
140	0
141	6
142	21
143	23
144	0
145	25
146	18
147	12
148	25
149	12
150	22
151	19
152	4
153	8
154	7
155	20
156	23
157	21
158	22
159	3
160	17
161	18
162	5
163	13
164	25
165	25
166	8
167	9
168	16
169	5
170	9
171	17
172	18
173	7
174	1
175	16
176	0
177	24
178	15
179	19
180	2
181	7
182	6
183	13
184	25
185	15
186	25
187	4
188	17
189	4
190	4
191	16
192	19
193	5
194	3
195	9
196	24
197	18
198	14
199	14
200	25
201	3
202	8
203	13
204	7
205	20
206	2
207	20
208	14
209	4
210	12
211	24
212	2
213	24
214	25
215	9
216	1
217	2
218	18
219	5
220	14
221	19
222	10
223	4
224	5
225	21
226	16
227	24
228	24
229	14
230	13
231	0
232	5
233	17
234	19
235	12
236	3
237	15
238	25
239	24
240	19
241	1
242	0
243	0
244	22
245	15
246	12
247	20
248	4
249	13
250	21
251	15
252	15
253	21
254	6
255	9
256	0
257	12
258	19
259	16
260	5
261	8
262	20
263	9
264	18
265	11
266	9
267	18
268	21
269	2
270	14
271	16
272	25
273	4
274	2
275	0
276	20
277	13
278	12
279	18
280	13
281	4
282	15
283	24
284	6
285	25
286	8
287	17
288	25
289	19
290	25
291	6
292	5
293	10
294	6
295	6
296	22
297	25
298	10
299	0
300	18
301	22
302	11
303	1
304	7
305	7
306	8
307	7
308	2
309	2
310	19
311	12
312	17
313	10
314	22
315	19
316	19
317	8
318	11
319	1
320	8
321	10
322	20
323	21
324	16
325	6
326	14
327	25
328	6
329	24
