13	0	25
4	1	14
12	1	15
16	1	15
28	1	15
12	2	18
13	3	7
37	3	7
30	4	7
14	5	5
7	6	13
4	7	17
6	7	17
32	7	13
38	7	17
15	8	12
20	8	12
22	8	12
22	9	3
32	10	21
20	11	0
22	11	0
14	12	13
12	13	4
20	13	0
37	13	3
37	14	18
6	15	7
15	15	7
1	16	4
13	16	4
20	16	4
28	16	4
7	17	25
10	17	22
15	17	25
19	17	25
35	18	14
4	19	15
10	19	16
13	19	16
33	19	9
18	20	10
34	20	22
26	21	11
14	22	21
0	23	23
14	23	23
26	23	23
7	24	21
22	25	12
14	26	24
33	27	3
3	28	3
18	28	4
24	28	4
38	28	4
8	29	13
12	29	13
5	30	0
8	31	3
26	31	3
3	32	25
32	32	25
20	33	13
3	34	23
16	35	6
12	36	13
37	36	13
38	37	11
3	38	9
5	38	12
20	38	13
13	39	25
30	39	25
14	40	24
2	41	16
15	41	8
1	42	22
3	42	22
13	42	22
33	42	22
39	42	22
0	43	20
7	43	21
12	43	20
39	43	20
39	44	14
13	45	19
25	45	17
33	45	19
26	46	14
27	46	11
35	47	15
2	48	2
1	49	2
3	50	1
30	50	1
36	50	1
0	51	10
19	51	10
8	52	22
12	52	22
20	52	22
18	53	9
5	54	22
9	55	7
19	55	7
10	56	25
36	57	9
5	58	5
0	59	3
7	59	5
13	59	3
34	59	3
4	60	18
21	60	18
8	61	19
13	62	14
30	63	25
33	64	1
4	65	5
9	65	5
5	66	9
14	66	21
30	66	12
36	66	9
37	67	19
37	68	14
18	69	10
37	70	25
13	71	19
27	71	19
28	71	19
30	72	7
33	73	0
24	74	16
14	75	25
26	75	25
30	75	25
4	76	7
13	77	17
14	77	4
19	77	17
27	78	11
30	78	8
13	79	17
0	80	20
0	81	20
10	82	20
4	83	14
7	84	4
37	84	14
7	85	3
1	86	12
13	87	25
16	87	17
34	87	19
1	88	4
8	88	4
28	88	8
37	88	4
15	89	6
19	89	6
26	89	6
29	90	1
7	91	0
13	91	0
28	92	24
33	93	24
1	94	14
10	94	14
17	95	6
37	95	6
30	96	0
12	97	2
25	98	7
27	98	7
3	99	21
7	99	17
8	100	9
22	100	9
26	100	9
12	101	12
13	101	12
14	101	8
15	101	12
23	101	12
1	102	21
7	102	0
13	102	21
26	102	21
20	103	17
2	104	19
13	104	19
29	104	19
9	105	11
10	106	18
20	106	18
39	106	18
4	107	21
14	107	6
39	107	6
14	108	3
20	108	3
11	109	6
27	109	6
20	110	25
26	111	3
30	112	0
17	113	19
25	114	25
26	114	6
31	114	6
0	115	11
4	116	22
5	116	22
10	116	22
15	116	22
26	116	22
30	116	22
15	117	8
19	117	19
22	117	18
27	117	15
35	117	8
13	118	12
20	118	4
22	118	12
34	118	21
31	119	16
36	119	16
12	120	23
1	121	16
33	121	16
12	122	21
20	122	21
30	122	21
1	123	17
37	124	25
34	125	21
39	125	15
2	126	22
2	127	10
15	127	8
1	128	5
8	128	5
20	128	5
27	129	5
13	130	9
3	131	21
7	131	21
7	132	2
0	133	13
7	133	6
27	133	12
0	134	23
12	134	14
20	134	14
28	134	14
30	135	9
33	135	9
3	136	4
10	136	0
31	136	4
34	136	4
1	137	12
7	137	12
28	137	23
14	138	2
7	139	14
21	139	18
39	139	15
0	140	0
7	140	23
21	141	6
36	141	6
25	142	12
34	142	21
26	143	25
1	144	0
12	144	9
2	145	25
10	146	18
17	146	18
22	146	18
30	146	18
3	147	12
6	147	12
10	147	12
13	147	12
24	147	12
1	148	25
10	149	14
21	149	12
37	149	12
0	150	22
28	151	1
0	152	4
6	152	4
7	152	4
31	152	4
30	153	8
33	153	8
6	154	5
28	154	7
30	155	20
0	156	23
21	156	16
4	157	21
10	157	21
21	157	21
12	158	22
3	159	3
0	160	17
1	160	17
6	160	17
8	161	18
0	162	5
9	163	13
14	163	13
8	164	25
14	164	20
33	164	25
22	165	25
26	166	8
6	167	9
4	168	4
12	168	10
20	169	5
35	169	5
