worker,label_prob,quality,n_labels
0,0.03242838127012765,0.6081439175685014,5
1,0.012015563660302443,0.7192718444612364,1
2,0.010308783772997833,0.7197180391131202,1
3,0.06271779304733593,0.6637210398813636,5
4,0.08412549726391187,0.6836617218691722,16
5,0.020643150491648266,0.8997794591537847,4
6,0.035657806201398405,0.8846065571550724,6
7,0.0538938302069206,0.6434395977848241,13
8,0.02184333179034509,0.8425764137973147,4
9,0.01795599679035371,0.6281153180353621,3
10,0.07787194298474803,0.7780462159791608,14
11,0.057566447043745306,0.6710927056922336,14
12,0.04726417114040137,0.6505288651758515,4
13,0.02389752936530576,0.8203280782244792,2
14,0.02629390353259017,0.8994160967470818,5
15,0.05966273167713585,0.8909458788443827,14
16,0.06301639068947672,0.6078835141356588,10
17,0.025340790147829674,0.8126182439778944,3
18,0.07967093186695294,0.8533992866426803,18
19,0.008297314284939761,0.7423763179432283,5
20,0.06335027918188006,0.8343042057085166,9
21,0.03704065323712802,0.8834731725606628,6
22,0.08486656249184489,0.8779196782111892,14
23,0.007673057778946147,0.8307390431090355,1
24,0.04183027442598284,0.7323459821883633,8
25,0.043189927739113,0.7235082520119005,7
26,0.01939038443300425,0.8593152981687354,6
27,0.09296025889234749,0.7823377927862231,18
28,0.09914890103163662,0.7758850729656586,7
29,0.0802109316593537,0.7470254360380342,23
30,0.056604173439045474,0.8206266066084266,15
31,0.07368078072415912,0.6846084025232891,8
32,0.08693234983578797,0.6890429347920034,14
33,0.0300177655029674,0.7269696894648104,4
34,0.09874116705581189,0.7659653123097128,20
35,0.018679198612511327,0.7850237316290931,3
36,0.034693932465377456,0.745366529392882,3
37,0.036808046545438046,0.6549395491756212,7
38,0.014858243966687758,0.6640473462228773,2
39,0.038314015675593296,0.6144922959904072,13
